username,created_date,age,gender,city,state,rating,activity_name,title,activity_text,offline_reach,facebook_reach,twitter_reach
bufomurphy,5/5/2013,44,f,Powell,OH,4,Race to Review Energy Blends,Worked Great During My Half Marathon,About half way through my recent 1/2 marathon I was feeling lethargic so I thought I would give the power bar performance energy blends a try and it did the trick.  Almost instantly I felt a burst of energy and had no more issues for the rest of the race.  I have tried other products and they had a nasty after taste and I felt like I had to get them as far back down my throat as I could and flush it with water.  But this product was not like that and was easy to ingest and tasted pretty good too.  I did not notice an after taste like I experienced previously.  I will have to give this a try again.,,,
tiawestgrasso,5/5/2013,37,f,Mission Viejo,CA,5,Race to Review Energy Blends,PowerBar Performance Energy Blends: get the lead out! ,"I am a runner.  I was therefore very excited to try PowerBar Performance Energy Blends for free as a BzzAgent. I usually run about 3-5 miles a day. No matter what I eat or drink before I run, I am usually feeling ""flat"" by the 2/3 of my run. After drinking the Performance Energy Blend, I was able to go the distance with ease.  I really liked the Blueberry Banana and made sure to keep it refrigerated. I like how easily the bottle fit into my bag, easily opened (and closed)and the fruity flavor. The texture was rich and it was a bit tart, but keeping it cool made it easier to drink. Drinking was also easy: all I had to do was suck. I love, love, love that it was all fruit. I noticed a lack of lag on my runs and felt more energetic after my run was over. I highly recommend. ",,530,36
aubregary,5/5/2013,38,f,Westerville,OH,5,Race to Review Energy Blends,Best energy product I've tried!,"I have used a lot of different energy products as I have trained for a half marathon, and now am training for my first triathlon. I have to say that this is the best tasting energy product I have tried. I have sampled the beans, gel, liquids, and bars; but have yet to find something that I like.  These little packets go down easily, have great flavor and texture, and pack a great energy punch! They don't make you feel overly weighed down or full, rather are light enough to allow you to keep up your pace; but they also pack an energy punch that gives you the extra burst you need to finish. The pouch works great while running, they are easy to eat while running and go down smoothly and quickly. I love that you can just swallow it and don't have to chew (this is hard when your running). The flavor is really good!  A lot of energy products have an unpleasant vitamin taste, these don't at all.  They have a good fruit flavor. I am so happy to have found this product and definitely will use this as I train for my triathlon in July, AND will have them on hand at the race for a quick pick-me-up!",,158,
hcalandra,5/5/2013,30,f,Joliet,IL,1,Race to Review Energy Blends,after trying power bar blends,I tried the power bar energy blends and I did not like the flavor of them at all. I didn't not get any extra energy from them and I wish I did cause I could really use it. I wouldn't tell my friends or family to try it.,,212,0
jigglypuff505,5/5/2013,35,f,Oakdale,MN,5,Race to Review Energy Blends,Not just a kids applesauce pack...,"When I first saw the PowerBar Performance Energy Blends I was reminded of baby food or kids applesauce packs.  I am glad I got over my inital thoughts, because these are awesome.  The flavor of the fruit blends were excellent (way more than smashed apples).  Also I was surprised how much more energy it gave me for completing my 5K training.  I think I may need to head out for a run right now, where's my PowerBar...Nom, nom!",,320,
krl8500,5/4/2013,35,f,Forest,VA,3,Race to Review Energy Blends,Better energy than a banana??,"I take a pretty high intensity Spinning class several days a week. Before each class (which is at 9:30 am) I have had a bowl of cereal for breakfast and cup of coffee(at around 7am). Just before heading into class I have been eating a banana and drinking a bottle of water. To test out the PowerBar Energy Blends, I substituted one for my usual banana. All in all, it was a good source of energy for my tough workout. It was easy to consume (which was nice since I ate it while driving to the gym), had a pleasant taste, and I felt energized during my entire hour-long Spin. That said, I didn't notice any significant difference to eating a banana. For the price, I'd probably just go with a banana. Perhaps if I get back into running long distances I will try these as an alternative to Clif bars, which was my go-to energy source while training for half marathons. I plan to share the coupons with my running/Spinning friends.",,,
revmcb,5/4/2013,38,m,Acworth,GA,5,Race to Review Energy Blends,Real fruit...Real good.,"The PowerBar Performance Energy Blend is good for the body and good to the taste.  If was a refreshing boost of energy before my workout.  It was also a pleasant break from energy drinks that are bland and really don't last as long as they should.  Great tasting product as well.",,,
sjbaxter,5/4/2013,47,f,Harrisburg,NC,3,Race to Review Energy Blends,"Good tasting, but oddly close to baby food","I liked the taste of the PowerBar Performance Energy Blends, but did not like the texture.   I was thinking it was pretty close to baby food.  So what do you want to know abou this?  Temperature:  I have tried it room temperature and cold.   EAT IT COLD!!  The taste is much better!   Taste:  I really do like it!  No bad after taste!Packaging:  AWESOME!!   It fits anywhere and I cleaned it out and reused it for juice 'after' my run.   Power Add?:   Yes, I tried it before Zumba class and felt a difference in my energy level.   Then did Zumba another day without it, and while I was able to get through class, I could tell a difference.More to come - going to share coupons with other classmates.",,,
anorfleet,5/4/2013,40,m,Apex,NC,4,Race to Review Energy Blends,all natural all good,"When I run I normally need a little pick me up.  My go to help has been a ""energy drink"" or a cup of black coffee.  I am concerned about the chemicals I put into my body so coffee has been the main tool.  However, coffee has a couple of drawbacks such as the increased use of your bladder while running and the caffeine jolt you get.  I had used Power Bars in the past so I was familiar with the brand and I am happy to say that I found Energy Blends are a perfect replacement for coffee.  It taste GREAT and more important you can tell it is natural.  Brings my mind back to apples sauce I loved as a kid.  I found the Blend to do the trick as far as my energy needs go.  It also seemed to keep me my hydrated through-out my run.  Would strongly recommend.  ",,,
mlovvett88,5/4/2013,44,f,Coon Rapids,MN,3,Race to Review Energy Blends,Size and taste rule this out for me,"I was excited to try the new energy blends. I used the banana blueberry before this morning's run.  I found the taste to be too sweet. I like the idea of the blends being made with 2 energy sources to optimize the energy going to your muscles. This does improve endurance. This would be helpful during long races.  The size of the product, would make it difficult to carry with you. It is huge compared to the size of the gels runners would usually take with them.The texture of the product is smooth. I would compare it to applesauce. If you are looking for a gel alternative it might be worth trying.  I would advise another flavor though.",,94,29
Brotherspg,5/4/2013,35,f,Ballston Spa,NY,5,Race to Review Energy Blends,Quick and Delicious Grab,"Between coming home from work and running to the gym, before going home for the night, I love the PowerBar Performance Energy Blends. They give me enough energy to power through my workouts but do not sit heavy on my belly while doing so: no more shoving quick carbs that make me feel fatigued by the time I get to the gym.  I can go home after my work out, have a healthy meal and be ready for the next day! Plus, they are all natural with no added sugars. Healthy, quick and taste great!",,,3
jthorndynasty,5/4/2013,43,m,Petersburg,MI,1,Race to Review Energy Blends,Not satisfied,"I tried both samples and barely got one gulp down.  Neither tasted very good.  I can't comment on the effectiveness as I wasn't able to drink all of either of them.  As a man who focuses on health and fitness, and has sampled a variety of drinks/supplements/shakes etc, this rates on the lower end of the satisfaction scale.",,,
skrail,5/4/2013,40,m,Lansdale,PA,5,Race to Review Energy Blends,absolutely great,I tried this yesterday and it was great. I did feel like it gave me an energy boost. I will buy more in the future. Thank you,,,
Megs501,5/3/2013,27,f,York,NE,5,Race to Review Energy Blends,"easy to take, great results ","I wasn't sure how I would feel about this product- but my husband and I both enjoyed it.These are easy to eat, quick on the go, and taste great!  We both really likes the apple mango strawberry.  I downed one on a long run, and felt energized.  I had enough left in me to continue the run without feeling the exhaustion.  My husband liked taking them before his gym workout.Altogether I would rate this a great product if you are looking for energy.  It is all carbs, no protein, so that is something to consider depending on the type of training you are doing.",,,
ChocolateMe,5/3/2013,35,f,Coram,NY,5,Race to Review Energy Blends,Put a Little Pep In Your Step With PowerBar® Performance Energy Blends,"I woke up this morning at 5am just before work to drink my new PowerBar® Performance Energy Blends drink. I had my daughter take a picture of me before I went out running. I really must say that the fruit is really mixed well and I love the taste.My favorite Performance Energy Blend is the Banana Blueberry. I would definitely incorporate the Banana Blueberry in my daily workout routine.   ",,,
karenX,5/3/2013,35,f,High Point,NC,5,Race to Review Energy Blends,PowerBar Performance Energy Blends,"Thanks to BzzAgent and PowerBar, I was recently sent a package of PowerBar’s NEW Performance Energy Blends in 2 flavours for review, as well as some coupons.PowerBar Performance Energy Blends come in easy to carry, collapsible foil packets, with a resealable screw cap.They have 80 calories per packet, are Gluten free, made with real fruits, and contain no artificial colours or flavours.The instructions say to either use the packets 30-60 minutes before training, or during activity for refueling.I chose to use it during one of my  runs. This way, I knew I’d be able to pay attention to the clock, to see how long it took to kick in.The flavours PowerBar provided for me were Apple Mango Strawberry and Banana Blueberry. I put both on my treadmill’s shelf and set to running.I run 3-6 days per week – usually only 3 or 4 miles per run. I didn’t have a set distance in my head. I decided just to run until I started to feel a little fatigued, then use the Energy Blends.Once I got about 3 and 1/2 miles in, I started to get to the point where I was hitting “the wall”. I hadn’t actually intended on a run that day, and truth be told, had not properly fueled up before the run. I had barely eaten that morning.I grabbed one of the PowerBar packets at random and easily opened and downed it within a few seconds. Then I kept running, while watching the timer.The one I grabbed happened to be the Banana-Blueberry. The banana flavour kind of reminded me of baby food(or applesauce), but not in a bad way.I think I probably would like the other flavour better, but haven’t tried it yet.About 2-3 minutes after using the Energy Blend(all the while, still running), I started to feel slightly better. I had slowed down slightly, but at this point was starting to feel more even again.5-6 minutes after using the packet, I was at a point where I could increase my speed again.10-12 minutes after using the packet, I felt MUCH better, and got my second wind. I was able to speed back up and run easily.  I stopped at 5 and 1/2 miles, since I had things to do – but I felt like I could have kept running with no problem.calories burned: 823VERDICT: There was definitely a measurable recovery when using this during my run. I’m not sure I would use this for an every day run. However, if I was running a race, I would absolutely be sure to take a couple of these with me.If I knew I was really going to be pushing myself during a workout, I would consider using it for that, as well.I am extremely happy to see a Sports Performance product that doesn’t contain caffeine. I am caffeine sensitive, and only allow a certain amount per day(which is in my morning coffee). That reason alone makes it a great product, in my opinion.The low calorie count, lack of artificial flavours and colours, fact that it is made with real fruit are all big pluses, as well.Thanks BzzAgent and PowerBar for sending me a great product to review!",,,24
milesawy,5/3/2013,45,f,Pensacola,FL,4,Race to Review Energy Blends,Powerbar Performance is deserving of and encore,"I really enjoyed the taste and combination of flavors used for this energy boost. The product is smooth, reminded me of baby food, but once I got past that, it was all good! When used prior to physical activity, it did provide a bit more energy, but the 18 and 19gms of sugar seemed a bit much for a 3.17 oz pkg. Both flavor combinations are sweet but the blueberry banana was, by far, the sweeter of the two. The small package size makes it ideal for portability, but I recommend refrigeration before use. The taste was much better when it was chilled, less of a reminder of the baby food idea! *smile*I like the top of this package but not sure what the point is. Was able to loop a clip through it to carry it with me, so maybe thats the reason for the crazy top!",,441,
Gwendydoll,5/3/2013,28,f,Arlington,TX,4,Race to Review Energy Blends,Very Tasty,"It was very tasty and didnt have any sort of aftertaste at all. The consistency was almost like applesauce and the flavor was very similar. I followed the instructions and took it about 30 minutes before working out, it did give me more energy and i also felt like my brain was on full blast for that workout. Overall not a bad product, I would add it to my preworkout mix.",,,
jbilyou,5/3/2013,45,f,Scituate,MA,5,Race to Review Energy Blends,The Perfect Fuel,"Training for REACH THE BEACH 200 miles in 24 hrs.  Fuel for the long runs is critical.  Prior to our 7 miler this morning, I tried the Apple/Mango.  PowerBar Performance Energy Blends gave me the endurance I needed to get through the run.  Strong up the hills all the way to the finish.  You could taste the real fruit and simple ingredients. Gave me the extra boost of energy without upsetting my stomach.  I will be reaching for PowerBar Performance Energy Blends prior to my next race!",,,
clausen,5/3/2013,45,f,Fremont,NE,4,Race to Review Energy Blends,workout energy,"The Powerbar : performance energy blend is a quick easy  way to be refreshed before and after a workout. I cant say the energy boost was there like I was expecting but it was  a sweet refreshing  treat after the workout this morning. Blueberry banana  was flavorful.  My husband has tried the Blueberry as well but thought it was to sweet for him. I like the convenience of the packaging that makes for a quick pick me up with out the hassle of  crumbles or liquid spilling. Thanks BzzAgent and Powerbar for the opportunity to try this product.",,,
euphscott,5/3/2013,42,m,Euless,TX,3,Race to Review Energy Blends,Tasty - but FULL of sugar,"The blends are quite tasty and do provide energy - but 18 grams of sugar is enough to give one pause in consuming these energy jolts.  I want to work out to lose weight and tone up - so if I use an energy drink or bar that not only does it energize me, but I have to work out just to burn it off...well that is counterproductive.So, for the energy I give it a thumbs up as well as the taste.But I have to frown a bit over how much sugar is packed in these puppies!",,261,
jmendenhall,5/3/2013,37,f,Fulshear,TX,5,Race to Review Energy Blends,Ironman training and PowerBar ,"I am a few weeks away from my first Ironman. I am in the process of consuming calories and testing my nutrition. I received my PowerBar Performance Energy Blends the other day. It was a day where I needed to ride 4 hours on a bike. I packed my Blends and my pretzels and went on the bike. After two hours, I tried the Blend. It tasted smooth and was easy to eat while riding. I could fold up the package and stuff in my back pocket. I was happy it went down so easily because I still had a few more hours to go.I was comfortable and felt full. That is what I needed. I am trying them again tomorrow for a 112 mile ride. I redeemed a few coupons so I can share with my bike mates on the road!This is the most perfect Bzz because I need the energy and the fuel. PowerBar is a trusted brand for me as a triathlete. ",,,
brigetteking,5/3/2013,46,f,Santee,CA,3,Race to Review Energy Blends,Power Bar Peformance Energy Blends,I drank the Banana Blueberry last night before I went to the gym.  It was very thick.  It almost reminded me of baby food.  It was a little to sweet for my taste.  It still tasted good.  I did the treadmill for 30 minutes and really didn't feel like I got any kind of energy boost during that time.  Then I took a class for 30 minutes.  I felt like I was stronger somehow and was able to do a harder workout than normal.,,0,
redjessi,5/3/2013,35,f,Belvidere,IL,5,Race to Review Energy Blends,"Great taste, perfect size!  ","Let me say the Apple Mango Strawberry is fantastic!!  Blueberry banana was favored by my daughter.  I love the size & portability of the product. I will distribute the coupons during book club tonight, I will purchase a few pouches so the gals can try them tonight.  We ate up the samples sent to our home :)",,,2
mythreesons3,5/3/2013,44,f,Haverhill,MA,5,Race to Review Energy Blends,A Race to the Finish!,"My husband recently ran the Boston Marathon.  The weekend before the Marathon he and my son went to the Runners Expo that they have.  It was tehre he had his first sample of PowerBar Performace Energy Blends.  He loved them!  He was able to take a few home with him and actually drank one before running the Boston Marathon.  He said it really did help give him the fuel he needed to run 26 miles.  This past weekend, my son's school was hosting a road race - my husband ran in this race.  Prior to the race, he enjoyed a Banana Blueberry PowerBar Performace and what happened -- he won!!  Here's a photo of him wiht hte trophy.",,,
xxwillyumxx,5/3/2013,25,m,Glendale,AZ,5,Race to Review Energy Blends,So very refreshing,"Alright so was a bit skeptic taste wise at first most energy and workout supplements tastes bitter,chalky or flat out gross but after tasting these powerbar energy blends I was sold on them. As far a the energy part they did the job, I do warehouse work at a auto-parts warehouse so i'm constantly lifting a minimum of 50 pounds daily for 9 hours. my muscles felt great and didn't feel worn out by mid-day like they usually do. What I would want to know before I got this product would be 2 things is it reasonably priced and is it guaranteed to energize me during constant lifting and cardio activities.",,9,3
eguymon,5/3/2013,32,f,La Jara,CO,3,Race to Review Energy Blends,pretty good,"I tried one and gave one to my son, who runs track to try before practice. He had some of the same reactions as me. He said,""It tastes like baby food!"" He and a friend shared the blueberry banana pouch. They liked it, and it did taste good. The only problem is he said it ""went right on through"". (If you know what I mean) Other than that is was ok. ",,,150
mhays1,5/3/2013,42,f,Penfield,NY,4,Race to Review Energy Blends,Better tasting gel!,Well I have to say I think the packaging for this is too big! I am a marathon runner and I have to have a long run once a week and that can be anywhere from 16-20 miles at a time. Trying to stuff these in my fuel belt is going to be tough. But the taste on these is better than most. I used one right before a 6 mile run and I felt good for the entire run.  This was just 2 days after I raced a half marathon so the gel really helped my tired legs. I love this product and will recommend to everyone!!,,,13
starbucks_dad,5/2/2013,45,m,Boston,MA,4,Race to Review Energy Blends,Great energy boot in an easy to drink package,I used an energy blend during one of my workouts and was surprise how easy and quick it was to drink and how it gave me a needed boot to push on.,,84,
mintyb,5/2/2013,36,m,Twentynine Palms,CA,5,Race to Review Energy Blends,Energy with a Great Taste,I am an avid runner. I usually eat a power bar before running. I tried the new Apple Flavored Performance Energy Blend by Power Bar before running this week. I loved it. It was so much lighter then an energy bar. It had a great refreshing taste and I wasn't feeling weighed down while running. I noticed I had a lot of energy throughout my run. I was able to pull out the pouch and finish the rest of the energy blend while running. It's packaged in a convenient pouch. I can't wait to try the other flavor! What a great idea Power Bar! I would definitely recommend this product! I give it five stars.,,,
larahs,5/2/2013,37,f,Buzzards Bay,MA,5,Race to Review Energy Blends,Sweet delish apple mango strawberry Powerbar performance energy blends yup I'm sold!,"After an hour plus commute from work the only time I have to run is right when I get home. So this means I need something quick, easy, and delish to give me fuel and energy before my run. That's when I realized it was the perfect opportunity to try the Powerbar performance Energy Blend spefically the apple, strawberry mango one. I refrigerated it so it was nice and cold as I quickly grabbed the small portable plastic squeeze pouch and twisted the cap easily off I was in heaven!  The cold, smooth apple sauce blend went smoothly down my throat. Then I was off for my run pushing my five year old son in the jogging stroller, and felt great! Earlier in the day I distributed the coupons for some of my co workers to try. They were super excited. I can't wait to tell them tomorrow my first hand positive experience, most were already eager to try it because like me they know and trust the power bar brand.  I can't ain't to try the other flavors and I'll absolutely be purchasing these in the future. Also I plan on distributing the rest of the coupons in my circuit training class tomorrow morning. ",,412,
gretaga,5/2/2013,42,f,Silver Spring,MD,5,Race to Review Energy Blends,POWERBAR® PERFORMANCE ENERGY BLENDS,"the POWERBAR® PERFORMANCE ENERGY BLENDS is really good after a workout, I used this after my run today and was the perfect post workout snack.. My husband especially likes it for after his weight lifting workout. love the texture of this product, better than any protein drink. ",,,
saranak,5/2/2013,41,f,Narragansett,RI,3,Race to Review Energy Blends,Power Bar Performance Blends Not For The Runner Who Abhors Fruit,"I really wanted to like this product, but alas I hate fruit. Yup almost all fruity concoctions! I was eager to find something different then energy shots and gatorade. The science really makes sense and I think its a great product, but the taste and texture were not for me.  However I had my husband try it and he loved it therefore I had to give it at least 3 stars. I told my running group about it and passed out the coupons and will be eager to see how it faired with each of them.",,,
Hary101,5/2/2013,38,f,Tampa,FL,5,Race to Review Energy Blends,Amazing Taste,"I have to admit that after trying the power bar in both flavors, I am totally in love with the taste and the energy that this product provided. The tates of the bganana blueberry is so delicious that I wanted to drink some more. It has a very sweet taste, but I was surprized that it has no sugar added. It is wholesome and delightful! I am running to the store to purchase more since I want my kids and husband to try it as well. Also I will hand out some coupons to friends and co-workers to share my newfound health product.",,0,
tabisadelt,5/2/2013,35,f,Wilmington,DE,4,Race to Review Energy Blends,Tasted great and didn't weigh me down!,"I usually work out in the am and I work out hard!  I always worry about what I can eat before, so that I am not on an empty stomach.  This was quick, convenient, and tasty.  The best part, was the tasty.  My oldest wanted to try it and he said it was not bad, he described it as kind of like applesauce.  I tried the apple one today before my run and all went well.  I don't feel like I got some type of boost, but I didn't feel hungry or worn out either.  Definitely something I would use regularly.",,,246
pst726,5/2/2013,35,f,Houston,TX,5,Race to Review Energy Blends,Great product and taste,"SO nowadays everyone wants an energy boost, even kids when I do not think they should have them. When I got the samples of PowerBar Performance Energy Blends in the mail I instantly looked at the ingredients. Everything that I read looked safe for anyone. I have a 13 year old son that is very active and loves working out and lifting weights. He asks me all the time for energy supplements and I refuse. When I told him he could have one of the PowerBars he was extremely excited. Yesterday he ate/drank (not sure what you call it) the Banana/Blueberry one and the worked out about an hour after. He had a great workout and recovered much quicker than normal. He was not jittery and was still able to fall asleep without any problems. I will continue to buy my son this product. Thank you for a wholesome energy supplement. ",,,60
cep1277,5/2/2013,35,f,Bentonville,AR,1,Race to Review Energy Blends,What's in this to give me energy? ,"The ingredients are 19 grams of sugar and fruit puree.  It tastes like baby food blends (and yes I've tried baby food before giving it to my children) and has a similar texture to the apple sauce squeeze pouches.  It's not intended for children..WHY? It has nothing in it! If it's supposed to provide energy, why isn't there B vitamins in there or caffeine to boost energy.  I'm sorry, but this is not a good product!",,,
Butterflybabies,5/2/2013,35,f,Makoti,ND,3,Race to Review Energy Blends,"tastes good, small package","I tried the apple mango strawberry today.  It had a good flavor, reminded me of strawberry jam.  It is a small serving size, but only 80 calories. 21 g carbs The ingrediants are fruit concentrate, water, dextrose.  These pouches would be good for hiking, or cycling as they are small, easy to carry and eat.  But I don't think it is something that I would buy for every day use.",,135,69
jessiewitt,5/2/2013,35,f,Oak Park,CA,4,Race to Review Energy Blends,An apple a Day,"And a good run keeps the doctors and lazy away!!! These are so awesome. for a non breakfast eater but an early morning these are so awesome. Just a twist of the cap and I am one of the cool kids. I take a slurp, recap and savor more along the way. Total perfection. I take the girls on a run and share these and we are all one cool kids group for sure. Being able to pronounce all of the ingredients also means I don't have to be ashamed for consuming it. ",,132,24
krllama,5/2/2013,37,f,Oakland,CA,3,Race to Review Energy Blends,Like 'em but don't love 'em ,"Tried out the PowerBar Performance Energy Blends for the first time this morning -- banana-blueberry flavor.  I always find it difficult to know what to eat before a morning run. A full meal makes me feel sick, but I need something or I crash halfway through. I thought this was the perfect chance to try one of these energy blends. First, the flavor / texture.  The blends come in foil packets, which look kind of like extra-large gels with a resealable top.  But what's inside tastes, looks, and has the texture of baby food puree. It definitely tastes much more like ""real food"" than any gel I've ever used, and I liked the blueberry-banana flavor just fine. I felt like I had good energy on my run, and I didn't get cramps feel weighed down. I like that the ingredients are pretty much just fruit and a little sugar (they give it a fancy name and call it a special blend, but it is just a kind of sugar), not a whole bunch of un-pronounce-able synthetic ingredients. However, I'm not sure I'll actually USE these blends regularly for two reasons.  First, they're way too big to carry on a workout. These are 3-4 times the size of an energy gel, with a bulky screw-off cap. Realistically, they'd be a pain to carry on a long run -- too big for the pocket in my running shorts/tights. Even for a bike ride, they would just take up too much of my limited pocket space, especially since at only 80 calories each, I'd need 2-3 for a long ride. Second, they're WAY too expensive. There is no way I'm going to regularly pay $3 a pop for what amounts to pureed fruit. The max I'm willing to pay for an energy bar or gel is about $1.50. ",,,
Kissyshell,5/2/2013,39,f,Idaho Falls,ID,5,Race to Review Energy Blends,Wow.   That is not what I expected!,"One of my biggest obstacles to working out is having the energy to sustain me through a decent work out.  Normally this is 45 minutes on the eliptical followed by weights or a hour of Zumba.  I was purchasing the Gatorade pre-work out beverage; however, have you seen their ingredient statement?  I convinced my husband to come with me to the gym.  Enroute we had the Bananna Blueberry PowerBar Blend.  First off, it is a very small and short ingredient statement.  And then, the taste.  Let's just say this is NOT the same taste you expect with the PowerBar product.  THIS WAS AMAZING!   It also provided me the punch to get us through.  I'm going to try this again.",,145,
Lmarieco,5/2/2013,32,f,Colorado Springs,CO,5,Race to Review Energy Blends,Power bar energy blends helping energize your work out,Before I got the product I was curious to know. How would it benefit me before a work out. What was it going to do for me? Would it feel heavy on my stomach? Was it high in calories? If it did give me energy would I have a big let down afterwards?After trying it was very light on my stomach the taste was really good. It only had 80 calories. I also did feel good and like I had energy for my work out.,,232,
katkartel,5/2/2013,30,f,Trinidad,CO,5,Race to Review Energy Blends,Energy and Great taste!,"Not only are these energy blends small enough to fit in your workout bag without taking up a bunch of room but they taste great too! Not only that but they really do delivery in the energy department! Lets face it, we could all use a little boost to kick start a great workout and these energy blends do just that!",,,333
Orlyzz,5/2/2013,45,m,Los Alamos,NM,5,Race to Review Energy Blends,Great item for hiking !,"These travel size PowerBar Performance Blend Energy Blends are the perfect size to put in mine and my wife's back packs for our hiking and camping trips which we do often. Great flavor and just enough boost to get ya going. Easy to take along in lunches, backpacks, purses you name it. I'M A Bzzagent and I got it Free ! #Imabzzagent #IGotItFree ",,54,29
pamcrocco,5/2/2013,37,f,Flower Mound,TX,3,Race to Review Energy Blends,Finally... a GREAT tasting energy blend!!,"I work out 5-6 days a week typically on just a cup of coffee because food seems to heavy in the morning and I can't typically swallow most energy bars, drink, etc.  I reluctantly tried the Power Bar Performance Energy Blend in Apple Mango Strawberry this morning before heading to the gym and it tasted GREAT!!!!  So good in fact that I was confused that it didn't taste gritty, like most vitamin filled, pre-work out blends. As I read the label, I remain confused.  It looks like it's truly just a blend of fruits and I'm not sure where the additional great source of energy is coming from?  I can't say I felt any extra boost while working out and I came home as hungry as usual. I guess I need to do more research to find out if this is really worth taking (if it has some benefit other than just fruit puree) but at least it tastes GREAT!  Just seems high in carbs and sugar with 0 protein.",,,
COURTNEYM1,5/2/2013,36,f,Vero Beach,FL,5,Race to Review Energy Blends,Power Bar Performance Energy Blend,I have been using these for the past week.  I have used them in between my lunch and dinner during the late afternoon while still at work.  It helps me get through the day and I feel a little more energized after having one. I prefer both flavors and like them for their natural ingredients!,,,
ljustesen,5/2/2013,35,f,Kansas City,MO,4,Race to Review Energy Blends,Great Tasting Power Bar Energy Blends,Power Bar Energy Blends are quick and easy to open.  You can eat the whole pack at once or 1/2 now and 1/2 later. They taste great!  I love that they are moist and don't stick to the inside of your mouth as some energy bars do.  Great job Power Bar these will defiantly make it into my running routine.,,,
johnny11,5/2/2013,40,f,Maple Shade,NJ,2,Race to Review Energy Blends,Testing Power Bar workout drinks,"I tried the new Power Bar workout drinks as a pre-workout supplement. Starting with taste, it was very good, real fruit. While I felt no significant energy boost, I also did not get hungry or crash during my workout. My real problem with the product came from reading the label. 18g of sugar per serving, and while some of that is surely from the fruit itself, the third ingredient listed is Dextrose, so there is clearly added processed sugar. Overall, not a terrible product but I would opt for something a little less processed.",,94,
roddijam,5/2/2013,50,m,Stony Brook,NY,5,Race to Review Energy Blends,Off To a Good Start!,"Just finished a workout, and boy do I feel good!  I had a PowerBar Performance Energy Blends before my workout, and it gave me all the stamina I needed for a vigorous workout.  I'm looking forward to the rest of my day - invigorated!  ",,,
kylekleckner,5/2/2013,30,m,Bossier City,LA,2,Race to Review Energy Blends,Banana Yuckberry,"After trying the apple mango for myself pre workout, I enjoyed the taste and had no ill side effects. I even found a little boost in my workout routine. Whether is was a placebo or not, I don't know, but I did notice a bump in the pump. However, as far as the banana blueberry is concerned, I couldn't stomach the taste of if after just a sip. That's just my opinion, but it certainly isn't for everyone.",,193,
Annette2010,5/2/2013,40,f,White Plains,NY,5,Race to Review Energy Blends,Delicious and easy to eat.,"These energy blends are really good. At first I was afraid they would be to thick and gooey.  They are light easy to eat and you don't have to eat it all at once. Just reseal and pop it in the fridge.  More than anything I was impressed by the flavor.  I tried the mango/strawberry first. It has a fresh taste and is great chilled. The blueberry/banana tasted like a smoothie.  They are low in calories and high in flavor.I can't wait to see what other flavors they come out with.",,,
karihicks,5/2/2013,41,f,Ashland,VA,4,Race to Review Energy Blends,"Delish Flavor, Odd Texture","Love the flavors or blueberry and banana together, but will admit that the texture is consistent with baby food - so that was kind of odd. I do find, however, that it does pack a lot of energy...at least I felt good for the hour or so after I consumed the PowerBar Performance Energy Blends that was sent to me in my BzzKit. #GotItFree",,,203
kellyperfetti,5/2/2013,44,f,Braintree,MA,5,Race to Review Energy Blends,All Natural goodness!,"I am always looking for an all natural low sugar gluten free energizing snack I can have before my p90x workout at the m at 5am! Usually because I get up at the last minute and am rushing out the door, I take a drink of 100% fruit juice. Although its full of sugar, it gives me the boost I need to get through a touch work out. I tried the apple mango strawberry for my Monday plyometric workout and it was awesome. The taste was mildly sweet and smooth. I had it in the fridge overnight. I loved that the was only 80 calories. It is all natural and the 19 gms of sugar helped me to power through my work out and have better stamina. I found them at my local grocery store which is convenient. I passed out the coupons to my fellow gym mates and I am waiting to see how they liked it. I definetly will be using these for my tough gym days. ",,,
lafleuj,5/2/2013,35,m,East Hampton,CT,4,Race to Review Energy Blends,"Great Taste, Good Performace","The energy blends from PowerBar were excellent in terms of taste.  I found both to be satisfying but my favorite was the Apple, Mango one.  I used both of these products about 45mins before two 3 mile runs I took.  I found that I did have some extra energy and did not get that sick feeling I usually get when I eat something before running for energy, such as a protein bar or energy bar.  There was no sugar high and crash like other energy and I like the fact that it uses fruit as its energy source, not caffeine.   I would recommend this product to other individuals looking for an extra boost during their workouts or any event that requires energy.",,,
shelbysue22,5/2/2013,30,f,Ogden,UT,5,Race to Review Energy Blends,Perfect for our training,"My husband and I are runners, he runs more than I do :). We are training for summer races. He a marathon and I a half. We are super stoked about this product. It tast es good and will fuel us during training. I'm happy to have received the coupons as well. Thanks so much! ",,,
tallyally,5/2/2013,49,f,Gilbert,AZ,5,Race to Review Energy Blends,yummier than expected,"they did seem to refresh me and make me feel energized, the taste was better, way better than i anticipated, usually these things have a bad aftertaste or even a bad during-taste, but i did like these and i will buy them again.",,269,3
